text,retweet_count,favorite_count,clean_tweet,Hash words,scores,compound,comp_score
Jussie Smollett Found Guilty in Fake Hate Crime Case: Live Updates https://t.co/OSfi6kp3sU,0,0,jussi smollett found guilti fake hate crime case: live updat,No hashtags,"{'neg': 0.595, 'neu': 0.405, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
"If a person that commits a hate crime is a despicable human being, what type of low life creature fakes a hate crim… https://t.co/bQVm8Prrr9",0,1,"if person commit hate crime despic human being, type low life creatur fake hate crim...",No hashtags,"{'neg': 0.59, 'neu': 0.33, 'pos': 0.081, 'compound': -0.9313}",-0.9313,neg
this is a fucking hate crime https://t.co/h9r7QgWUIP,0,4,fuck hate crime,No hashtags,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.8934}",-0.8934,neg
Breaking #FoxNews Alert : Jury announces verdict in Jussie Smollett’s trial on allegations of faked hate crime,0,1,break #foxnew alert : juri announc verdict jussi smollett' trial alleg fake hate crime,#FoxNews,"{'neg': 0.466, 'neu': 0.362, 'pos': 0.172, 'compound': -0.8176}",-0.8176,neg
Breaking #FoxNews Alert : Jury announces verdict in Jussie Smollett’s trial on allegations of faked hate crime,0,0,break #foxnew alert : juri announc verdict jussi smollett' trial alleg fake hate crime,#FoxNews,"{'neg': 0.466, 'neu': 0.362, 'pos': 0.172, 'compound': -0.8176}",-0.8176,neg
Jury announces verdict in Jussie Smollett’s trial on allegations of faked hate crime via FOX NEWS Freelancer Wordpress Developer,0,0,juri announc verdict jussi smollett' trial alleg fake hate crime via fox new freelanc wordpress develop,No hashtags,"{'neg': 0.431, 'neu': 0.502, 'pos': 0.067, 'compound': -0.8658}",-0.8658,neg
Actor Jussie Smollett found guilty of staging fake hate crime https://t.co/k2KnUxUbrD,1,1,actor jussi smollett found guilti stage fake hate crime,No hashtags,"{'neg': 0.632, 'neu': 0.368, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
"Verdict reached in Jussie Smollett case, actor accused of staging hoax hate crime

https://t.co/JddV6NMSZb",0,0,"verdict reach jussi smollett case, actor accus stage hoax hate crime",No hashtags,"{'neg': 0.517, 'neu': 0.333, 'pos': 0.15, 'compound': -0.8225}",-0.8225,neg
"@NetflixIndia That's not hate crime.
Well I hated it.",0,0,that' hate crime. well i hate it.,No hashtags,"{'neg': 0.727, 'neu': 0.133, 'pos': 0.14, 'compound': -0.8689}",-0.8689,neg
"Jurors in Chicago began a second day of deliberations Thursday in the trial of Jussie Smollett, the former ""Empire""… https://t.co/tDuI71lrcz",0,4,"juror chicago began second day deliber thursday trial jussi smollett, former ""empire""...",No hashtags,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,nutral
"We are not in agreement with D politics happening around Brahminical hate. 
But it is all on paper/SM - venom spitt… https://t.co/FxgionyfB2",0,0,we agreement d polit happen around brahmin hate. but paper/sm - venom spitt...,No hashtags,"{'neg': 0.175, 'neu': 0.669, 'pos': 0.156, 'compound': -0.0644}",-0.0644,nutral
"Kill the ideology, not the perpetrators. He was bitten by a poison capable of biting fresh breeds. If we have to co… https://t.co/EnHloiMR13",0,0,"kill ideology, perpetrators. he bitten poison capabl bite fresh breeds. if co...",No hashtags,"{'neg': 0.498, 'neu': 0.39, 'pos': 0.112, 'compound': -0.836}",-0.836,neg
"The root cause of lynching is not the crime itself but the mentality that makes Muslims holy, degrade other religio… https://t.co/cJSmi68XHT",0,1,"the root caus lynch crime mental make muslim holy, degrad religio...",No hashtags,"{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.5423}",-0.5423,neg
Closing Arguments Delivered In Jussie Smollett Alleged Hate Crime Hoax Trial https://t.co/fngkV2pfvQ,0,0,close argument deliv in jussi smollett alleg hate crime hoax trial,No hashtags,"{'neg': 0.628, 'neu': 0.372, 'pos': 0.0, 'compound': -0.8957}",-0.8957,neg
Jussie Smollett Trial In Alleged Hate Crime Hoax Wrapping Up https://t.co/NjU3KohEmr,0,0,jussi smollett trial in alleg hate crime hoax wrap up,No hashtags,"{'neg': 0.571, 'neu': 0.429, 'pos': 0.0, 'compound': -0.8519}",-0.8519,neg
"More sinophobia from Americans, surprising? No.

 Americans always need someone to hate. In my lifetime it was Arab… https://t.co/OcHX6mC7J7",1,4,"more sinophobia americans, surprising? no. american alway need someon hate. in lifetim arab...",No hashtags,"{'neg': 0.323, 'neu': 0.548, 'pos': 0.129, 'compound': -0.5478}",-0.5478,neg
"A person is born with feelings of envy and hate. If he gives way to them, they will lead him to violence and crime,… https://t.co/kgD05zVzfM",0,0,"a person born feel envi hate. if give way them, lead violenc crime,...",No hashtags,"{'neg': 0.252, 'neu': 0.748, 'pos': 0.0, 'compound': -0.5719}",-0.5719,neg
The proposal send also an important signal of the need to tackle hate crime and hate speech with an intersectional… https://t.co/LIZumtlYfH,2,1,the propos send also import signal need tackl hate crime hate speech intersectional...,No hashtags,"{'neg': 0.522, 'neu': 0.478, 'pos': 0.0, 'compound': -0.8979}",-0.8979,neg
"By including in its scope both sexual orientation &amp; gender by explicitly mentioning intersectional experiences, the… https://t.co/JuahJB1lRi",0,0,"by includ scope sexual orient &amp; gender explicitli mention intersect experiences, the...",No hashtags,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,nutral
"WOMEN, LGBTI AND PEOPLE IN INTERSECTIONAL POSITIONS INCLUDED IN THE EU COMMISSION'S INITIATIVE ON HATE CRIME/HATE S… https://t.co/K6xxXW8A0U",5,10,"women, lgbti and peopl in intersect posit includ in the eu commission' initi on hate crime/h s...",No hashtags,"{'neg': 0.188, 'neu': 0.812, 'pos': 0.0, 'compound': -0.5719}",-0.5719,neg
I'm a FOODIE...and I hate it when people make me think it's crime for asking good food...or regret over my food choices,0,1,i'm foodie...and i hate peopl make think crime ask good food...or regret food choic,No hashtags,"{'neg': 0.457, 'neu': 0.411, 'pos': 0.132, 'compound': -0.7964}",-0.7964,neg
@SamMetsFan Suuure. it's just people saying words and being accountable - as if cancelling a prof bc he's not upset… https://t.co/YXvulZ9zDe,0,2,suuure. peopl say word account - cancel prof bc he' upset...,No hashtags,"{'neg': 0.182, 'neu': 0.818, 'pos': 0.0, 'compound': -0.25}",-0.25,neg
"@RokoMijic @TomChivers I hate cigarettes and smoking, but I'd need a lot of convincing that we should ban individua… https://t.co/wb8aqppI6Q",0,4,"i hate cigarett smoking, i'd need lot convinc ban individua...",No hashtags,"{'neg': 0.51, 'neu': 0.49, 'pos': 0.0, 'compound': -0.8074}",-0.8074,neg
"I was gonna answer a tweet about the first words said on your favorite album but Twitter refreshed on me...

""Pig t… https://t.co/FLa2jLLTuU",0,0,"i gonna answer tweet first word said favorit album twitter refresh me... ""pig t...",No hashtags,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,nutral
@agbutler2006 How can you say Gini chose money when he was on around 100kpw for 5 years. Man doesn't deserve this h… https://t.co/8SbNm5gCZ6,0,0,how say gini chose money around 100kpw 5 years. man deserv h...,No hashtags,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,nutral
People on Quora say the darndest things man like I just saw someone use Rhodesia/Zimbabwe as an example of when the… https://t.co/JPlDpisajD,0,0,peopl quora say darndest thing man like i saw someon use rhodesia/zimbabw exampl the...,No hashtags,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.3612}",0.3612,pos
"@VijaiSardesai @BJP4Goa @DrPramodPSawant @VijaiSardesai Goa is very descent in crime detection.
Ull have born  to c… https://t.co/fduLqaRUJu",0,0,goa descent crime detection. ull born c...,No hashtags,"{'neg': 0.368, 'neu': 0.632, 'pos': 0.0, 'compound': -0.5423}",-0.5423,neg
@adds4president i love you thank you for saying this i wish younger me knew avoiding confrontation isn't a crime. i… https://t.co/KoMIWrs9C8,0,1,love thank say wish younger knew avoid confront crime. i...,No hashtags,"{'neg': 0.356, 'neu': 0.192, 'pos': 0.452, 'compound': 0.4588}",0.4588,pos
"@RanaAyyub you can't succeed in hiding crime of these people by calling them journalist, human rights activist, ben… https://t.co/xtSlftiQ2f",5,9,"can't succeed hide crime peopl call journalist, human right activist, ben...",No hashtags,"{'neg': 0.175, 'neu': 0.533, 'pos': 0.291, 'compound': 0.1877}",0.1877,pos
Closing Arguments Delivered In Jussie Smollett Alleged Hate Crime Hoax Trial https://t.co/Bml1RVHGYG,0,0,close argument deliv in jussi smollett alleg hate crime hoax trial,No hashtags,"{'neg': 0.628, 'neu': 0.372, 'pos': 0.0, 'compound': -0.8957}",-0.8957,neg
"Federal police are targeting bikies, trusted insiders, Italian and Asian organised crime groups as part of the next… https://t.co/tOYChRi7gi",0,0,"feder polic target bikies, trust insiders, italian asian organis crime group part next...",No hashtags,"{'neg': 0.197, 'neu': 0.618, 'pos': 0.185, 'compound': -0.0516}",-0.0516,nutral
@iVikipedia @OMG_Its_Kinng https://t.co/EdiRtPVT5J yeh stats bhi dekh lena,0,0,,No hashtags,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,nutral
@iVikipedia @OMG_Its_Kinng https://t.co/AITsrkmxxa https://t.co/EdiRtPVT5J yeh 2 hate crimes wala data ha padh lena thoda,0,0,,No hashtags,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,nutral
Presenting my paper on crime mapping and the construction of the criminal/unsafe space in Delhi. I don't have any s… https://t.co/mHjnBpH7Tw,0,39,present paper crime map construct criminal/unsaf space delhi. i s...,No hashtags,"{'neg': 0.304, 'neu': 0.696, 'pos': 0.0, 'compound': -0.5423}",-0.5423,neg
"Wishing peace and less war will get you hate and threats in Modi's ""New India"". Wishing for your country to have sa… https://t.co/oC7fXJxRR0",13,62,"wish peac le war get hate threat modi' ""new india"". wish countri sa...",No hashtags,"{'neg': 0.451, 'neu': 0.328, 'pos': 0.221, 'compound': -0.765}",-0.765,neg
The 'Empire' actor is accused of paying two men to orchestrate an attack against himself to raise his celebrity pro… https://t.co/YeVkHOhjWS,2,7,the 'empire' actor accus pay two men orchestr attack rais celebr pro...,No hashtags,"{'neg': 0.31, 'neu': 0.69, 'pos': 0.0, 'compound': -0.5423}",-0.5423,neg
"@NoToChina_org @skbozphd @amyyqin Balls. Your username isn't 'NoToCPC'. It's 'NoToChina', &amp; you're using that Brand… https://t.co/1rMqhVsgHH",0,2,"balls. your usernam 'notocpc'. it' 'notochina', &amp; use brand...",No hashtags,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,nutral
"Jussie Smollett who is Black and openly gay, faces six felony counts of disorderly conduct in Cook County Circuit C… https://t.co/SmbDg3EA9z",3,8,"jussi smollett black openli gay, face six feloni count disorderli conduct cook counti circuit c...",No hashtags,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,nutral
Officer’s German Shepherd Puppy Killed And Beheaded In Apparent Hate Crime: https://t.co/CdFLYsY7dc,0,1,officer' german shepherd puppi kill and behead in appar hate crime:,No hashtags,"{'neg': 0.598, 'neu': 0.402, 'pos': 0.0, 'compound': -0.9169}",-0.9169,neg
This is a Maki hate crime https://t.co/sWhGKRfvdc,0,0,thi maki hate crime,No hashtags,"{'neg': 0.783, 'neu': 0.217, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
Another day another reminder of the hate crime that is Replay not becoming a single from Chromatica.,1,4,anoth day anoth remind hate crime replay becom singl chromatica.,No hashtags,"{'neg': 0.474, 'neu': 0.526, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
@norenhyuks this is a hate crime,0,0,hate crime,No hashtags,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
"Trial of actor Jussie Smollett, accused of faking hate crime, goes to jury https://t.co/M8Ncf4iHqc",0,0,"trial actor jussi smollett, accus fake hate crime, go juri",No hashtags,"{'neg': 0.595, 'neu': 0.405, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
Feeling like doing a little hate crime today.,0,1,feel like littl hate crime today.,No hashtags,"{'neg': 0.567, 'neu': 0.236, 'pos': 0.197, 'compound': -0.6908}",-0.6908,neg
"Trial Of Actor Jussie Smollett, Accused Of Faking Hate Crime, Goes To Jury https://t.co/l439EifeYJ",1,0,"trial of actor jussi smollett, accus of fake hate crime, goe to juri",No hashtags,"{'neg': 0.507, 'neu': 0.493, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
J(BS) Smolliett is about to get the verdict on the total #FakeNews beating and “hate crime” of #Gaslighting and… https://t.co/lClCDtElby,0,0,"j(bs) smolliett get verdict total #fakenew beat ""hate crime"" #gaslight and...",#FakeNews #Gaslighting,"{'neg': 0.429, 'neu': 0.476, 'pos': 0.095, 'compound': -0.765}",-0.765,neg
"So, don’t complain about racist jokes? That’s what he wrote right? Because this would be a hate crime now, if repor… https://t.co/EsGCCoLB8p",0,0,"so, complain racist jokes? that' wrote right? becaus would hate crime now, repor...",No hashtags,"{'neg': 0.588, 'neu': 0.321, 'pos': 0.091, 'compound': -0.9241}",-0.9241,neg
"Trial Of Actor Jussie Smollett, Accused Of Faking Hate Crime, Goes To Jury https://t.co/FSlFCM3rbn",0,0,"trial of actor jussi smollett, accus of fake hate crime, goe to juri",No hashtags,"{'neg': 0.507, 'neu': 0.493, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
"Trial Of Actor Jussie Smollett, Accused Of Faking Hate Crime, Goes To Jury https://t.co/d3W2aGaBy2",0,0,"trial of actor jussi smollett, accus of fake hate crime, goe to juri",No hashtags,"{'neg': 0.507, 'neu': 0.493, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
https://t.co/4zhvcmvs0s (LV.7) Jussie Smollett trial: Jury begins deliberations for alleged hoax hate crime - CNN https://t.co/qOVcBKgCud,0,0,,No hashtags,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,nutral
"Trial Of Actor Jussie Smollett, Accused Of Faking Hate Crime, Goes To Jury https://t.co/IO97WCSWVG",0,0,"trial of actor jussi smollett, accus of fake hate crime, goe to juri",No hashtags,"{'neg': 0.507, 'neu': 0.493, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
"Trial of actor Jussie Smollett, accused of faking hate crime, goes to jury https://t.co/r3XGZR8A70",0,2,"trial actor jussi smollett, accus fake hate crime, go juri",No hashtags,"{'neg': 0.595, 'neu': 0.405, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
Officer's German Shepherd Puppy Killed And Beheaded In Apparent Hate Crime - Animal Victory https://t.co/6SqPmJ3n0c,0,0,officer' german shepherd puppi kill and behead in appar hate crime - anim victori,No hashtags,"{'neg': 0.543, 'neu': 0.457, 'pos': 0.0, 'compound': -0.9169}",-0.9169,neg
@HollyBriden This questioning of a stunning and brave and strong bipoc woman of colour is a hate crime and must be condemned at every level!,0,4,thi question stun brave strong bipoc woman colour hate crime must condemn everi level!,No hashtags,"{'neg': 0.391, 'neu': 0.349, 'pos': 0.26, 'compound': -0.5255}",-0.5255,neg
"Zola (Janicza Bravo, 2021)

A visually dazzling, outrageously crazy and undeniably fun crime comedy, Janicza Bravo'… https://t.co/CHut3ROIer",0,0,"zola (janicza bravo, 2021) a visual dazzling, outrag crazi undeni fun crime comedy, janicza bravo'...",No hashtags,"{'neg': 0.172, 'neu': 0.542, 'pos': 0.286, 'compound': 0.3182}",0.3182,pos
"کیا سندھ سرکار یہ بینر نہیں اتار سکتی ؟ یہ بینر hate crime ہیں ان کے پڑھنے سے کروڑوں سندھیوں کی دل آزاری ہوتی ہے.
د… https://t.co/CG8K0eSZcX",1,2,khi sndh srkhr yh bynr nhyn tr skhti ? yh bynr hate crime hyn n khi prrhni sy khrwrrwn sndhywn khi dl azri hwti hy. d...,No hashtags,"{'neg': 0.247, 'neu': 0.753, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
@socialmedia5130 @Jaidev46142883 @HatePatroller @AgentSaffron @ifbychance__ one can hate a politician for political… https://t.co/ybWqP3rsAi,0,5,one hate politician political...,No hashtags,"{'neg': 0.552, 'neu': 0.448, 'pos': 0.0, 'compound': -0.5719}",-0.5719,neg
"RE: @Foxnews #ChristmasTreeBurning

For arson to qualify for bail, Tamanaha would have to be charged w/ 3rd-degree… https://t.co/VT4I9xufAL",0,0,"re: #christmastreeburn for arson qualifi bail, tamanaha would charg w/ 3rd-degree...",#ChristmasTreeBurning,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,nutral
Jussie Smollet orchestrated the hoax hate crime because he wasn’t satisfied with the money he was making on Empire ? Lol,0,1,jussi smollet orchestr hoax hate crime satisfi money make empir ? lol,No hashtags,"{'neg': 0.487, 'neu': 0.366, 'pos': 0.147, 'compound': -0.7579}",-0.7579,neg
ڇا سرڪار هي بينر لاهي نٿي سگهي؟هي بينر hate crime آهن. انهن جي پڙهڻ سان ڪروڙين سنڌين جي دل آزاري ٿي رهي آهي. ديهي پ… https://t.co/03pN52mLSx,42,167,cch srkr hy bynr lhi nthi sghy?hi bynr hate crime ahn. nhn jy prhn sn krwryn sndhyn jy dl azri thi rhi ahy. dyhi p...,No hashtags,"{'neg': 0.238, 'neu': 0.762, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
これ以上hateを放置してはいけない。実際もうすでにhateはspeechからcrimeに移ってしまっているから。hateに関する法整備も必要である。 https://t.co/CxuqN2Z5X8,0,0,koreyi shang hatewofang zhi shitehaikenai. shi ji mousudenihatehaspeechkaracrimeniyi tsuteshimatsuteirukara. hateniguan surufa zheng bei mobi yao dearu.,No hashtags,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,nutral
@RickHills2 @scottjshapiro @StephenESachs What do they make of hate crime laws? Or even plain old homicide laws? Wh… https://t.co/ecO8u45f3R,0,0,what make hate crime laws? or even plain old homicid laws? wh...,No hashtags,"{'neg': 0.431, 'neu': 0.569, 'pos': 0.0, 'compound': -0.8205}",-0.8205,neg
Jussie Smollett Trial In Alleged Hate Crime Hoax Wrapping Up - NBC News: * Jussie Smollett Trial In Alleged Hate Cr… https://t.co/6umePpxEqz,0,0,jussi smollett trial in alleg hate crime hoax wrap up - nbc news: * jussi smollett trial in alleg hate cr...,No hashtags,"{'neg': 0.464, 'neu': 0.536, 'pos': 0.0, 'compound': -0.9186}",-0.9186,neg
"Practising religion can be personal, propagating hate and blasphemy an unforgivable crime: JKCS #Kashmir #KnsKashmir https://t.co/7dDgnMAsyj",0,4,"practis religion personal, propag hate blasphemi unforgiv crime: jkc #kashmir #knskashmir",#Kashmir #KnsKashmir,"{'neg': 0.444, 'neu': 0.556, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
New post: Indore: Victim of Hate-Crime Muslim Bangle Seller Gets Bail After 107 Days https://t.co/kdH1MW2jqD,0,4,new post: indore: victim hate-crim muslim bangl seller get bail after 107 day,No hashtags,"{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.2732}",-0.2732,neg
"@MuzamilSheikhh Send address, need to file an FIR against you for hate crime.",0,2,"send address, need file fir hate crime.",No hashtags,"{'neg': 0.59, 'neu': 0.41, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
Absolutely disgusting human being. Rapist trying to whitewash his heinous crime https://t.co/9914LEWeMf,4,21,absolut disgust human being. rapist tri whitewash heinou crime,No hashtags,"{'neg': 0.668, 'neu': 0.272, 'pos': 0.06, 'compound': -0.9217}",-0.9217,neg
Jussie Smollett Trial In Alleged Hate Crime Hoax Wrapping Up https://t.co/rysC9IPbjx,0,0,jussi smollett trial in alleg hate crime hoax wrap up,No hashtags,"{'neg': 0.571, 'neu': 0.429, 'pos': 0.0, 'compound': -0.8519}",-0.8519,neg
"Practising Religion Can Be Personal, Propagating Hate And Blasphemy An Unforgivable Crime: JKCSF
"" Wasim Rizvi"" sho… https://t.co/z62QsFJIhT",0,2,"practis religion can be personal, propag hate and blasphemi an unforgiv crime: jkcsf "" wasim rizvi"" sho...",No hashtags,"{'neg': 0.34, 'neu': 0.66, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
Unlike India where brutality in the name of Hinduism/Hindutva is rewarded without any pretence!! Our neighbour's re… https://t.co/kp7c9f2aBv,0,0,unlik india brutal name hinduism/hindutva reward without pretence!! our neighbour' re...,No hashtags,"{'neg': 0.269, 'neu': 0.518, 'pos': 0.213, 'compound': -0.2462}",-0.2462,neg
"@AfricaBestLife @OurStorynLegacy @KimconicB1 While true that Alice Seabold identified the wrong man in a lineup, an… https://t.co/73eCPVdbhN",0,0,"while true alic seabold identifi wrong man lineup, an...",No hashtags,"{'neg': 0.24, 'neu': 0.543, 'pos': 0.217, 'compound': -0.0772}",-0.0772,nutral
"In her debut book, The Anatomy of Hate, the journalist @RevatiLaul documented the stories of those who perpetrated… https://t.co/ZvGWOyqEg8",5,14,"in debut book, the anatomi hate, journalist document stori perpetrated...",No hashtags,"{'neg': 0.291, 'neu': 0.709, 'pos': 0.0, 'compound': -0.5719}",-0.5719,neg
"#ImranRiaz, Head of #FIACyberCrime, Sindh in an in-depth interview with #DivaOnline talks about cyber crimes, troll… https://t.co/JCOGvPuu3U",13,19,"#imranriaz, head #fiacybercrime, sindh in-depth interview #divaonlin talk cyber crimes, troll...","#ImranRiaz, #FIACyberCrime, #DivaOnline","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,nutral
"@Ananya_Sharma16 First of all, we should not use our pics here and second if they do anything gross or immoral (you… https://t.co/NXRV5YuUKx",0,1,"first all, use pic second anyth gross immor (you...",No hashtags,"{'neg': 0.279, 'neu': 0.721, 'pos': 0.0, 'compound': -0.4767}",-0.4767,neg
"@arifayyub crime happens all the time, difference here how ppl in power respond to such hate crimes.",0,0,"crime happen time, differ ppl power respond hate crimes.",No hashtags,"{'neg': 0.507, 'neu': 0.493, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
"Indore bench of MP High Court grants bail to bangle-seller Taslim Ali
The hate crime survivor has been in jail for… https://t.co/CFhixImDap",1,2,indor bench mp high court grant bail bangle-sel taslim ali the hate crime survivor jail for...,No hashtags,"{'neg': 0.298, 'neu': 0.496, 'pos': 0.207, 'compound': -0.4939}",-0.4939,neg
"Asian cricketers feel like 'outsiders' in English game, says Yorkshire league executive 

READ:… https://t.co/glNabTCqnw",5,26,"asian cricket feel like 'outsiders' english game, say yorkshir leagu execut read:...",No hashtags,"{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.3612}",0.3612,pos
@prachiniki @thehawkeyex No he thinks that changing the targets religion to his own means no crime rather not hate crime,0,1,no think chang target religion mean crime rather hate crime,No hashtags,"{'neg': 0.683, 'neu': 0.317, 'pos': 0.0, 'compound': -0.9169}",-0.9169,neg
i cant accept this hate crime 🤪🤪 https://t.co/WBLt3687Oc,0,0,cant accept hate crime,No hashtags,"{'neg': 0.242, 'neu': 0.111, 'pos': 0.647, 'compound': 0.5667}",0.5667,pos
"Free this world anyone can go anywhere, all happiness, no crime, no hate, only ❤❤❤❤❤love https://t.co/OGMBarbDDw",0,0,"free world anyon go anywhere, happiness, crime, hate, love",No hashtags,"{'neg': 0.323, 'neu': 0.179, 'pos': 0.498, 'compound': 0.5994}",0.5994,pos
Latest for DW: Experts have warned that 'low-intensity community violence' tied to religious hate crime is becoming… https://t.co/KXJ1JWMkHb,0,0,latest dw: expert warn 'low-intens commun violence' tie religi hate crime becoming...,No hashtags,"{'neg': 0.614, 'neu': 0.386, 'pos': 0.0, 'compound': -0.9136}",-0.9136,neg
@reasonableoptim 1. Stop being Orthodox that women can't feed parents and it is a crime if they don't marry. Women… https://t.co/USiJEqOVyj,1,1,1. stop orthodox woman can't feed parent crime marry. women...,No hashtags,"{'neg': 0.169, 'neu': 0.613, 'pos': 0.218, 'compound': 0.1655}",0.1655,pos
"@KirenRijiju I salute Indian Army for their courage and their sacrifice . 🙏on the other hand , please repeal AFSPA… https://t.co/EHdfrPQ3VY",0,0,"i salut indian armi courag sacrific . hand , pleas repeal afspa...",No hashtags,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4939}",0.4939,pos
https://t.co/4seEtL65kw,0,0,,No hashtags,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,nutral
"@MirMAKOfficial Mir Sahab every human has the right to be defended, no matter how heinous is the crime. I am sorry… https://t.co/ZpySv675qJ",0,0,"mir sahab everi human right defended, matter heinou crime. i sorry...",No hashtags,"{'neg': 0.278, 'neu': 0.635, 'pos': 0.087, 'compound': -0.5267}",-0.5267,neg
"Question? Do you think Smollett is innocent or guilty of faking a hate crime? Just asking. I know what I think, but what do you think?",2,12,"question? do think smollett innoc guilti fake hate crime? just asking. i know i think, think?",No hashtags,"{'neg': 0.496, 'neu': 0.504, 'pos': 0.0, 'compound': -0.8966}",-0.8966,neg
"Jussie Smollett's defense rested its case Tuesday after the former ""Empire"" actor testified that he was the victim… https://t.co/SXfDVqRnTp",0,1,"jussi smollett' defens rest case tuesday former ""empire"" actor testifi victim...",No hashtags,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,nutral
Experts have warned that 'low-intensity community violence' tied to religious hate crime is becoming rampant throug… https://t.co/9fS1bB4IF9,0,0,expert warn 'low-intens commun violence' tie religi hate crime becom rampant throug...,No hashtags,"{'neg': 0.614, 'neu': 0.386, 'pos': 0.0, 'compound': -0.9136}",-0.9136,neg
Dm me your boobs if you hate #racism!,0,6,dm boob hate #racism!,#racism!,"{'neg': 0.571, 'neu': 0.429, 'pos': 0.0, 'compound': -0.6114}",-0.6114,neg
Jussie Smollett denies staging hate crime 'hoax' https://t.co/U0lLPiK8P2,0,0,jussi smollett deni stage hate crime 'hoax',No hashtags,"{'neg': 0.59, 'neu': 0.41, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
@aishdraw not seeing fugo as much as i hoped is a hate crime 🥲,0,1,see fugo much hope hate crime,No hashtags,"{'neg': 0.55, 'neu': 0.229, 'pos': 0.221, 'compound': -0.6486}",-0.6486,neg
